key,indicator_data_id,indicator_id,name,Measure,geo_type_name,geo_entity_id,geo_entity_name,year_description,data_valuemessage
1196,151543,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,210,Coney Island - Sheepshead Bay,2009-2011,8.1
1197,151592,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,211,Williamsburg - Bushwick,2009-2011,13.6
1198,151592,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,211,Williamsburg - Bushwick,2009-2011,13.6
1199,151544,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,211,Williamsburg - Bushwick,2009-2011,41.2
1200,151544,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,211,Williamsburg - Bushwick,2009-2011,41.2
1201,151593,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,301,Washington Heights,2009-2011,5.8
1202,151593,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,301,Washington Heights,2009-2011,5.8
1203,151545,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,301,Washington Heights,2009-2011,18.3
1204,151545,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,301,Washington Heights,2009-2011,18.3
1205,151594,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,302,Central Harlem - Morningside Heights,2009-2011,10.3
1206,151594,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,302,Central Harlem - Morningside Heights,2009-2011,10.3
1207,151546,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,302,Central Harlem - Morningside Heights,2009-2011,38.1
1208,151546,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,302,Central Harlem - Morningside Heights,2009-2011,38.1
1209,151595,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,303,East Harlem,2009-2011,17.4
1210,151595,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,303,East Harlem,2009-2011,17.4
1211,151547,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,303,East Harlem,2009-2011,42.3
1212,151547,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,303,East Harlem,2009-2011,42.3
1213,151596,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,304,Upper West Side,2009-2011,2.8
1214,151596,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,304,Upper West Side,2009-2011,2.8
1215,151548,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,304,Upper West Side,2009-2011,11.5
1216,151548,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,304,Upper West Side,2009-2011,11.5
1217,151597,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,305,Upper East Side,2009-2011,1.4
1218,151597,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,305,Upper East Side,2009-2011,1.4
1219,151549,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,305,Upper East Side,2009-2011,9.4
1220,151549,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,305,Upper East Side,2009-2011,9.4
1221,151598,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,306,Chelsea - Clinton,2009-2011,2.8
1222,151598,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,306,Chelsea - Clinton,2009-2011,2.8
1223,151550,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,306,Chelsea - Clinton,2009-2011,14.1
1224,151550,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,306,Chelsea - Clinton,2009-2011,14.1
1225,151599,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,307,Gramercy Park - Murray Hill,2009-2011,2.1
1226,151599,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,307,Gramercy Park - Murray Hill,2009-2011,2.1
1227,151551,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,307,Gramercy Park - Murray Hill,2009-2011,10.6
1228,151551,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,307,Gramercy Park - Murray Hill,2009-2011,10.6
1229,151600,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,308,Greenwich Village - SoHo,2009-2011,1
1230,151600,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,308,Greenwich Village - SoHo,2009-2011,1
1231,151552,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,308,Greenwich Village - SoHo,2009-2011,6.2
1232,151552,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,308,Greenwich Village - SoHo,2009-2011,6.2
1233,151601,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,309,Union Square - Lower East Side,2009-2011,5.6
1234,151601,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,309,Union Square - Lower East Side,2009-2011,5.6
1235,151553,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,309,Union Square - Lower East Side,2009-2011,14.2
1236,151553,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,309,Union Square - Lower East Side,2009-2011,14.2
1237,151602,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,310,Lower Manhattan,2009-2011,2.6
1238,151602,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,310,Lower Manhattan,2009-2011,2.6
1239,151554,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,310,Lower Manhattan,2009-2011,9.5
1240,151554,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,310,Lower Manhattan,2009-2011,9.5
1241,151603,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,401,Long Island City - Astoria,2009-2011,4.1
1242,151603,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,401,Long Island City - Astoria,2009-2011,4.1
1243,151555,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,401,Long Island City - Astoria,2009-2011,13.2
1244,151555,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,401,Long Island City - Astoria,2009-2011,13.2
1245,151604,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,402,West Queens,2009-2011,3
1246,151604,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,402,West Queens,2009-2011,3
1247,151556,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,402,West Queens,2009-2011,9.2
1248,151556,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,402,West Queens,2009-2011,9.2
1249,151605,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,403,Flushing - Clearview,2009-2011,2.6
1250,151605,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,403,Flushing - Clearview,2009-2011,2.6
1251,151557,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,403,Flushing - Clearview,2009-2011,11.2
1252,151557,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,403,Flushing - Clearview,2009-2011,11.2
1253,151606,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,404,Bayside - Little Neck,2009-2011,2.2
1254,151606,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,404,Bayside - Little Neck,2009-2011,2.2
1255,151558,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,404,Bayside - Little Neck,2009-2011,8.5
1256,151558,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,404,Bayside - Little Neck,2009-2011,8.5
1257,151607,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,405,Ridgewood - Forest Hills,2009-2011,3.4
1258,151607,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,405,Ridgewood - Forest Hills,2009-2011,3.4
1259,151559,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,405,Ridgewood - Forest Hills,2009-2011,16
1260,151559,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,405,Ridgewood - Forest Hills,2009-2011,16
1261,151608,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,406,Fresh Meadows,2009-2011,3.7
1262,151608,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,406,Fresh Meadows,2009-2011,3.7
1263,151560,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,406,Fresh Meadows,2009-2011,13.6
1264,151560,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,406,Fresh Meadows,2009-2011,13.6
1265,151609,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,407,Southwest Queens,2009-2011,4.1
1266,151609,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,407,Southwest Queens,2009-2011,4.1
1267,151561,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,407,Southwest Queens,2009-2011,18.6
1268,151561,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,407,Southwest Queens,2009-2011,18.6
1269,151610,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,408,Jamaica,2009-2011,7.5
1270,151610,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,408,Jamaica,2009-2011,7.5
1271,151562,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,408,Jamaica,2009-2011,28.3
1272,151562,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,408,Jamaica,2009-2011,28.3
1273,151611,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,409,Southeast Queens,2009-2011,5
1274,151611,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,409,Southeast Queens,2009-2011,5
1275,151563,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,409,Southeast Queens,2009-2011,26.2
1276,151563,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,409,Southeast Queens,2009-2011,26.2
1277,151612,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,410,Rockaways,2009-2011,9
1278,151612,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,410,Rockaways,2009-2011,9
1279,151564,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,410,Rockaways,2009-2011,23.6
1280,151564,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,410,Rockaways,2009-2011,23.6
1281,151613,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,501,Port Richmond,2009-2011,12.1
1282,151613,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,501,Port Richmond,2009-2011,12.1
1283,151565,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,501,Port Richmond,2009-2011,21.2
1284,151565,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,501,Port Richmond,2009-2011,21.2
1285,151614,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,502,Stapleton - St. George,2009-2011,9.5
1286,151614,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,502,Stapleton - St. George,2009-2011,9.5
1287,151566,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,502,Stapleton - St. George,2009-2011,16
1288,151566,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,502,Stapleton - St. George,2009-2011,16
1289,151615,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,503,Willowbrook,2009-2011,4.7
1290,151615,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,503,Willowbrook,2009-2011,4.7
1291,151567,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,503,Willowbrook,2009-2011,10
1292,151567,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,503,Willowbrook,2009-2011,10
1293,151616,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,504,South Beach - Tottenville,2009-2011,4.2
1294,151616,661,O3-Attributable Asthma Hospitalizations ,Rate- 18 Yrs and Older,UHF42,504,South Beach - Tottenville,2009-2011,4.2
1295,151568,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,504,South Beach - Tottenville,2009-2011,7.2
1296,151568,655,O3-Attributable Asthma Hospitalizations ,Rate- Children 0 to 17 Yrs Old,UHF42,504,South Beach - Tottenville,2009-2011,7.2
1297,131022,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,1,Bronx,2005-2007,3.9
1298,131022,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,1,Bronx,2005-2007,3.9
1299,131023,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,2,Brooklyn,2005-2007,5.6
1300,131023,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,2,Brooklyn,2005-2007,5.6
1301,131024,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,3,Manhattan,2005-2007,3.9
1302,131024,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,3,Manhattan,2005-2007,3.9
1303,131025,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,4,Queens,2005-2007,4.8
1304,131025,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,4,Queens,2005-2007,4.8
1305,131026,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,5,Staten Island,2005-2007,7.8
1306,131026,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,5,Staten Island,2005-2007,7.8
1307,151426,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,1,Bronx,2009-2011,4.1
1308,151426,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,1,Bronx,2009-2011,4.1
1309,151427,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,2,Brooklyn,2009-2011,5.2
1310,151427,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,2,Brooklyn,2009-2011,5.2
1311,151428,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,3,Manhattan,2009-2011,3.8
1312,151428,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,3,Manhattan,2009-2011,3.8
1313,151429,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,4,Queens,2009-2011,4.5
1314,151429,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,4,Queens,2009-2011,4.5
1315,151430,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,5,Staten Island,2009-2011,7.8
1316,151430,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Borough,5,Staten Island,2009-2011,7.8
1317,131021,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Citywide,1,New York City,2005-2007,4.9
1318,131021,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Citywide,1,New York City,2005-2007,4.9
1319,151425,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Citywide,1,New York City,2009-2011,4.7
1320,151425,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,Citywide,1,New York City,2009-2011,4.7
1321,130979,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,101,Kingsbridge - Riverdale,2005-2007,9.9
1322,130979,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,101,Kingsbridge - Riverdale,2005-2007,9.9
1323,130980,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,102,Northeast Bronx,2005-2007,5.4
1324,130980,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,102,Northeast Bronx,2005-2007,5.4
1325,130981,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,103,Fordham - Bronx Pk,2005-2007,3.3
1326,130981,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,103,Fordham - Bronx Pk,2005-2007,3.3
1327,130982,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,104,Pelham - Throgs Neck,2005-2007,4.4
1328,130982,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,104,Pelham - Throgs Neck,2005-2007,4.4
1329,130983,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,105,Crotona -Tremont,2005-2007,2.4
1330,130983,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,105,Crotona -Tremont,2005-2007,2.4
1331,130984,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,106,High Bridge - Morrisania,2005-2007,2.8
1332,130984,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,106,High Bridge - Morrisania,2005-2007,2.8
1333,130985,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,107,Hunts Point - Mott Haven,2005-2007,2.5
1334,130985,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,107,Hunts Point - Mott Haven,2005-2007,2.5
1335,130986,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,201,Greenpoint,2005-2007,3.5
1336,130986,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,201,Greenpoint,2005-2007,3.5
1337,130987,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,202,Downtown - Heights - Slope,2005-2007,4.9
1338,130987,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,202,Downtown - Heights - Slope,2005-2007,4.9
1339,130988,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,5.3
1340,130988,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,5.3
1341,130989,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,204,East New York,2005-2007,3.5
1342,130989,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,204,East New York,2005-2007,3.5
1343,130990,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,205,Sunset Park,2005-2007,3.8
1344,130990,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,205,Sunset Park,2005-2007,3.8
1345,130991,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,206,Borough Park,2005-2007,6.4
1346,130991,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,206,Borough Park,2005-2007,6.4
1347,130992,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,207,East Flatbush - Flatbush,2005-2007,4.1
1348,130992,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,207,East Flatbush - Flatbush,2005-2007,4.1
1349,130993,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,208,Canarsie - Flatlands,2005-2007,5.6
1350,130993,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,208,Canarsie - Flatlands,2005-2007,5.6
1351,130994,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,209,Bensonhurst - Bay Ridge,2005-2007,8.1
1352,130994,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,209,Bensonhurst - Bay Ridge,2005-2007,8.1
1353,130995,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,210,Coney Island - Sheepshead Bay,2005-2007,9.6
1354,130995,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,210,Coney Island - Sheepshead Bay,2005-2007,9.6
1355,130996,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,211,Williamsburg - Bushwick,2005-2007,4
1356,130996,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,211,Williamsburg - Bushwick,2005-2007,4
1357,130997,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,301,Washington Heights,2005-2007,3.1
1358,130997,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,301,Washington Heights,2005-2007,3.1
1359,130998,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,302,Central Harlem - Morningside Heights,2005-2007,5
1360,130998,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,302,Central Harlem - Morningside Heights,2005-2007,5
1361,130999,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,303,East Harlem,2005-2007,4.7
1362,130999,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,303,East Harlem,2005-2007,4.7
1363,131000,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,304,Upper West Side,2005-2007,4.2
1364,131000,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,304,Upper West Side,2005-2007,4.2
1365,131001,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,305,Upper East Side,2005-2007,4
1366,131001,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,305,Upper East Side,2005-2007,4
1367,131002,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,306,Chelsea - Clinton,2005-2007,4
1368,131002,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,306,Chelsea - Clinton,2005-2007,4
1369,131003,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,307,Gramercy Park - Murray Hill,2005-2007,3.2
1370,131003,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,307,Gramercy Park - Murray Hill,2005-2007,3.2
1371,131004,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,308,Greenwich Village - SoHo,2005-2007,3.1
1372,131004,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,308,Greenwich Village - SoHo,2005-2007,3.1
1373,131005,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,309,Union Square - Lower East Side,2005-2007,3.9
1374,131005,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,309,Union Square - Lower East Side,2005-2007,3.9
1375,131006,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,310,Lower Manhattan,2005-2007,3.8
1376,131006,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,310,Lower Manhattan,2005-2007,3.8
1377,131007,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,401,Long Island City - Astoria,2005-2007,3.8
1378,131007,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,401,Long Island City - Astoria,2005-2007,3.8
1379,131008,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,402,West Queens,2005-2007,3
1380,131008,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,402,West Queens,2005-2007,3
1381,131009,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,403,Flushing - Clearview,2005-2007,5
1382,131009,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,403,Flushing - Clearview,2005-2007,5
1383,131010,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,404,Bayside - Little Neck,2005-2007,4.8
1384,131010,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,404,Bayside - Little Neck,2005-2007,4.8
1385,131011,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,405,Ridgewood - Forest Hills,2005-2007,6.7
1386,131011,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,405,Ridgewood - Forest Hills,2005-2007,6.7
1387,131012,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,406,Fresh Meadows,2005-2007,4.9
1388,131012,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,406,Fresh Meadows,2005-2007,4.9
1389,131013,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,407,Southwest Queens,2005-2007,3.9
1390,131013,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,407,Southwest Queens,2005-2007,3.9
1391,131014,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,408,Jamaica,2005-2007,5.5
1392,131014,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,408,Jamaica,2005-2007,5.5
1393,131015,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,409,Southeast Queens,2005-2007,4.3
1394,131015,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,409,Southeast Queens,2005-2007,4.3
1395,131016,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,410,Rockaways,2005-2007,11.7
1396,131016,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,410,Rockaways,2005-2007,11.7
1397,131017,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,501,Port Richmond,2005-2007,5.6
1398,131017,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,501,Port Richmond,2005-2007,5.6
1399,131018,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,502,Stapleton - St. George,2005-2007,8.7
1400,131018,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,502,Stapleton - St. George,2005-2007,8.7
1401,131019,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,503,Willowbrook,2005-2007,9.3
1402,131019,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,503,Willowbrook,2005-2007,9.3
1403,131020,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,504,South Beach - Tottenville,2005-2007,7.5
1404,131020,652,O3-Attributable Cardiac and Respiratory Deaths ,Rate,UHF42,504,South Beach - Tottenville,2005-2007,7.5
